tool	rank	metric	sample	value
metaphlan3	species	Taxon counts	sample_175	84.0
metaphlan3	strain	True positives	sample_175	0.0
metaphlan3	strain	False negatives	sample_175	86.0
metaphlan3	strain	False positives	sample_175	0.0
metaphlan3	strain	Completeness	sample_175	0.0
metaphlan3	strain	Purity	sample_175	0.0
metaphlan3	strain	Jaccard index	sample_175	0.0
metaphlan3	strain	Taxon counts	sample_175	0.0
metaphlan3	superkingdom	L1 norm error	sample_175	0.0
metaphlan3	phylum	L1 norm error	sample_175	0.08827059999999994
metaphlan3	class	L1 norm error	sample_175	0.15436670000000002
metaphlan3	order	L1 norm error	sample_175	0.2741038000000001
metaphlan3	family	L1 norm error	sample_175	0.36272509999999997
metaphlan3	genus	L1 norm error	sample_175	0.4042610999999999
metaphlan3	species	L1 norm error	sample_175	0.6863144000000004
metaphlan3	na	Weighted UniFrac error	sample_175	2.9768877000000002
metaphlan3	na	Unweighted UniFrac error	sample_175	209.0000077999999
metaphlan3	superkingdom	Bray-Curtis distance	sample_176	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_176	0.04664879999999998
metaphlan3	class	Bray-Curtis distance	sample_176	0.113975612686587
metaphlan3	order	Bray-Curtis distance	sample_176	0.1569282569282569
metaphlan3	family	Bray-Curtis distance	sample_176	0.21357708543083417
metaphlan3	genus	Bray-Curtis distance	sample_176	0.22853269820039496
metaphlan3	species	Bray-Curtis distance	sample_176	0.2848998223652043
metaphlan3	superkingdom	Shannon diversity	sample_176	0.0
metaphlan3	superkingdom	Shannon equitability	sample_176	0.0
metaphlan3	phylum	Shannon diversity	sample_176	0.09027067318167306
metaphlan3	phylum	Shannon equitability	sample_176	0.13023305253690806
metaphlan3	class	Shannon diversity	sample_176	0.7022700226442473
metaphlan3	class	Shannon equitability	sample_176	0.43634489856284053
metaphlan3	order	Shannon diversity	sample_176	2.0938157428039976
metaphlan3	order	Shannon equitability	sample_176	0.7731820266669313
metaphlan3	family	Shannon diversity	sample_176	2.7361055215789327
metaphlan3	family	Shannon equitability	sample_176	0.8500189725992194
metaphlan3	genus	Shannon diversity	sample_176	3.353911478772259
metaphlan3	genus	Shannon equitability	sample_176	0.8810635268520015
metaphlan3	species	Shannon diversity	sample_176	3.9767798882056935
metaphlan3	species	Shannon equitability	sample_176	0.9127945075979328
metaphlan3	superkingdom	True positives	sample_176	1.0
metaphlan3	superkingdom	False negatives	sample_176	0.0
metaphlan3	superkingdom	False positives	sample_176	0.0
metaphlan3	superkingdom	Completeness	sample_176	1.0
metaphlan3	superkingdom	Purity	sample_176	1.0
metaphlan3	superkingdom	F1 score	sample_176	1.0
metaphlan3	superkingdom	Jaccard index	sample_176	1.0
metaphlan3	superkingdom	Taxon counts	sample_176	1.0
metaphlan3	phylum	True positives	sample_176	2.0
metaphlan3	phylum	False negatives	sample_176	0.0
metaphlan3	phylum	False positives	sample_176	0.0
metaphlan3	phylum	Completeness	sample_176	1.0
metaphlan3	phylum	Purity	sample_176	1.0
metaphlan3	phylum	F1 score	sample_176	1.0
metaphlan3	phylum	Jaccard index	sample_176	1.0
metaphlan3	phylum	Taxon counts	sample_176	2.0
metaphlan3	class	True positives	sample_176	5.0
metaphlan3	class	False negatives	sample_176	0.0
metaphlan3	class	False positives	sample_176	0.0
metaphlan3	class	Completeness	sample_176	1.0
metaphlan3	class	Purity	sample_176	1.0
metaphlan3	class	F1 score	sample_176	1.0
metaphlan3	class	Jaccard index	sample_176	1.0
metaphlan3	class	Taxon counts	sample_176	5.0
metaphlan3	order	True positives	sample_176	15.0
metaphlan3	order	False negatives	sample_176	0.0
metaphlan3	order	False positives	sample_176	0.0
metaphlan3	order	Completeness	sample_176	1.0
metaphlan3	order	Purity	sample_176	1.0
metaphlan3	order	F1 score	sample_176	1.0
metaphlan3	order	Jaccard index	sample_176	1.0
metaphlan3	order	Taxon counts	sample_176	15.0
metaphlan3	family	True positives	sample_176	25.0
metaphlan3	family	False negatives	sample_176	0.0
metaphlan3	family	False positives	sample_176	0.0
metaphlan3	family	Completeness	sample_176	1.0
metaphlan3	family	Purity	sample_176	1.0
metaphlan3	family	F1 score	sample_176	1.0
metaphlan3	family	Jaccard index	sample_176	1.0
metaphlan3	family	Taxon counts	sample_176	25.0
metaphlan3	genus	True positives	sample_176	44.0
metaphlan3	genus	False negatives	sample_176	5.0
metaphlan3	genus	False positives	sample_176	1.0
metaphlan3	genus	Completeness	sample_176	0.8979591836734694
metaphlan3	genus	Purity	sample_176	0.9777777777777777
metaphlan3	genus	F1 score	sample_176	0.9361702127659575
metaphlan3	genus	Jaccard index	sample_176	0.88
metaphlan3	genus	Taxon counts	sample_176	45.0
metaphlan3	species	True positives	sample_176	60.0
metaphlan3	species	False negatives	sample_176	19.0
metaphlan3	species	False positives	sample_176	18.0
metaphlan3	species	Completeness	sample_176	0.759493670886076
metaphlan3	species	Purity	sample_176	0.7692307692307693
metaphlan3	species	F1 score	sample_176	0.764331210191083
metaphlan3	species	Jaccard index	sample_176	0.6185567010309279
metaphlan3	species	Taxon counts	sample_176	78.0
metaphlan3	strain	True positives	sample_176	0.0
metaphlan3	strain	False negatives	sample_176	79.0
metaphlan3	strain	False positives	sample_176	0.0
metaphlan3	strain	Completeness	sample_176	0.0
metaphlan3	strain	Purity	sample_176	0.0
metaphlan3	strain	Jaccard index	sample_176	0.0
metaphlan3	strain	Taxon counts	sample_176	0.0
metaphlan3	superkingdom	L1 norm error	sample_176	0.0
metaphlan3	phylum	L1 norm error	sample_176	0.09329759999999997
metaphlan3	class	L1 norm error	sample_176	0.22795110000000005
metaphlan3	order	L1 norm error	sample_176	0.3138562
metaphlan3	family	L1 norm error	sample_176	0.4271540000000001
metaphlan3	genus	L1 norm error	sample_176	0.4570272999999998
metaphlan3	species	L1 norm error	sample_176	0.5698002999999998
metaphlan3	na	Weighted UniFrac error	sample_176	3.0699814999999964
metaphlan3	na	Unweighted UniFrac error	sample_176	194.99998949999997
metaphlan3	superkingdom	Bray-Curtis distance	sample_177	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_177	0.04225690000000001
metaphlan3	class	Bray-Curtis distance	sample_177	0.09479674526016277
metaphlan3	order	Bray-Curtis distance	sample_177	0.15044300000000002
metaphlan3	family	Bray-Curtis distance	sample_177	0.19101440000000003
metaphlan3	genus	Bray-Curtis distance	sample_177	0.21579396856263197
metaphlan3	species	Bray-Curtis distance	sample_177	0.3000345850847335
metaphlan3	superkingdom	Shannon diversity	sample_177	0.0
metaphlan3	superkingdom	Shannon equitability	sample_177	0.0
metaphlan3	phylum	Shannon diversity	sample_177	0.07100315747187703
metaphlan3	phylum	Shannon equitability	sample_177	0.10243590317213515
metaphlan3	class	Shannon diversity	sample_177	0.781290030899217
metaphlan3	class	Shannon equitability	sample_177	0.48544279022084214
metaphlan3	order	Shannon diversity	sample_177	2.161194031770585
metaphlan3	order	Shannon equitability	sample_177	0.7980627651920751
metaphlan3	family	Shannon diversity	sample_177	2.8638832123594278
metaphlan3	family	Shannon equitability	sample_177	0.8790050199367496
metaphlan3	genus	Shannon diversity	sample_177	3.4714341302473186
metaphlan3	genus	Shannon equitability	sample_177	0.896733112144229
metaphlan3	species	Shannon diversity	sample_177	3.9908197882432757
metaphlan3	species	Shannon equitability	sample_177	0.8982968857645633
metaphlan3	superkingdom	True positives	sample_177	1.0
metaphlan3	superkingdom	False negatives	sample_177	0.0
metaphlan3	superkingdom	False positives	sample_177	0.0
metaphlan3	superkingdom	Completeness	sample_177	1.0
metaphlan3	superkingdom	Purity	sample_177	1.0
metaphlan3	superkingdom	F1 score	sample_177	1.0
metaphlan3	superkingdom	Jaccard index	sample_177	1.0
metaphlan3	superkingdom	Taxon counts	sample_177	1.0
metaphlan3	phylum	True positives	sample_177	2.0
metaphlan3	phylum	False negatives	sample_177	0.0
metaphlan3	phylum	False positives	sample_177	0.0
metaphlan3	phylum	Completeness	sample_177	1.0
metaphlan3	phylum	Purity	sample_177	1.0
metaphlan3	phylum	F1 score	sample_177	1.0
metaphlan3	phylum	Jaccard index	sample_177	1.0
metaphlan3	phylum	Taxon counts	sample_177	2.0
metaphlan3	class	True positives	sample_177	5.0
metaphlan3	class	False negatives	sample_177	0.0
metaphlan3	class	False positives	sample_177	0.0
metaphlan3	class	Completeness	sample_177	1.0
metaphlan3	class	Purity	sample_177	1.0
metaphlan3	class	F1 score	sample_177	1.0
metaphlan3	class	Jaccard index	sample_177	1.0
metaphlan3	class	Taxon counts	sample_177	5.0
metaphlan3	order	True positives	sample_177	15.0
metaphlan3	order	False negatives	sample_177	0.0
metaphlan3	order	False positives	sample_177	0.0
metaphlan3	order	Completeness	sample_177	1.0
metaphlan3	order	Purity	sample_177	1.0
metaphlan3	order	F1 score	sample_177	1.0
metaphlan3	order	Jaccard index	sample_177	1.0
metaphlan3	order	Taxon counts	sample_177	15.0
metaphlan3	family	True positives	sample_177	26.0
metaphlan3	family	False negatives	sample_177	0.0
metaphlan3	family	False positives	sample_177	0.0
metaphlan3	family	Completeness	sample_177	1.0
metaphlan3	family	Purity	sample_177	1.0
metaphlan3	family	F1 score	sample_177	1.0
metaphlan3	family	Jaccard index	sample_177	1.0
metaphlan3	family	Taxon counts	sample_177	26.0
metaphlan3	genus	True positives	sample_177	47.0
metaphlan3	genus	False negatives	sample_177	5.0
metaphlan3	genus	False positives	sample_177	1.0
metaphlan3	genus	Completeness	sample_177	0.9038461538461539
metaphlan3	genus	Purity	sample_177	0.9791666666666666
metaphlan3	genus	F1 score	sample_177	0.9400000000000001
metaphlan3	genus	Jaccard index	sample_177	0.8867924528301887
metaphlan3	genus	Taxon counts	sample_177	48.0
metaphlan3	species	True positives	sample_177	66.0
metaphlan3	species	False negatives	sample_177	18.0
metaphlan3	species	False positives	sample_177	19.0
metaphlan3	species	Completeness	sample_177	0.7857142857142857
metaphlan3	species	Purity	sample_177	0.7764705882352941
metaphlan3	species	F1 score	sample_177	0.7810650887573966
metaphlan3	species	Jaccard index	sample_177	0.6407766990291263
metaphlan3	species	Taxon counts	sample_177	85.0
metaphlan3	strain	True positives	sample_177	0.0
metaphlan3	strain	False negatives	sample_177	84.0
metaphlan3	strain	False positives	sample_177	0.0
metaphlan3	strain	Completeness	sample_177	0.0
metaphlan3	strain	Purity	sample_177	0.0
metaphlan3	strain	Jaccard index	sample_177	0.0
metaphlan3	strain	Taxon counts	sample_177	0.0
metaphlan3	superkingdom	L1 norm error	sample_177	0.0
metaphlan3	phylum	L1 norm error	sample_177	0.0845138
metaphlan3	class	L1 norm error	sample_177	0.18959350000000008
metaphlan3	order	L1 norm error	sample_177	0.30088600000000004
metaphlan3	family	L1 norm error	sample_177	0.38202880000000006
metaphlan3	genus	L1 norm error	sample_177	0.4269755999999998
metaphlan3	species	L1 norm error	sample_177	0.6000677
metaphlan3	na	Weighted UniFrac error	sample_177	2.9958294000000016
metaphlan3	na	Unweighted UniFrac error	sample_177	239.00000970000005
metaphlan3	superkingdom	Bray-Curtis distance	sample_178	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_178	0.04342489999999999
metaphlan3	class	Bray-Curtis distance	sample_178	0.09964419999999999
metaphlan3	order	Bray-Curtis distance	sample_178	0.15732287920470434
metaphlan3	family	Bray-Curtis distance	sample_178	0.19042784047860795
metaphlan3	genus	Bray-Curtis distance	sample_178	0.24443898621613175
metaphlan3	species	Bray-Curtis distance	sample_178	0.32684929999999995
metaphlan3	superkingdom	Shannon diversity	sample_178	0.0
metaphlan3	superkingdom	Shannon equitability	sample_178	0.0
metaphlan3	phylum	Shannon diversity	sample_178	0.08872701344753216
metaphlan3	phylum	Shannon equitability	sample_178	0.12800602229364302
metaphlan3	class	Shannon diversity	sample_178	0.8706927121800553
metaphlan3	class	Shannon equitability	sample_178	0.5409917993439256
metaphlan3	order	Shannon diversity	sample_178	2.105845201530399
metaphlan3	order	Shannon equitability	sample_178	0.7776241373491872
metaphlan3	family	Shannon diversity	sample_178	2.8023044960177566
metaphlan3	family	Shannon equitability	sample_178	0.8705848403246494
metaphlan3	genus	Shannon diversity	sample_178	3.3434194202578467
metaphlan3	genus	Shannon equitability	sample_178	0.8783072912932653
metaphlan3	species	Shannon diversity	sample_178	3.9293670157360867
metaphlan3	species	Shannon equitability	sample_178	0.9045909367780247
metaphlan3	superkingdom	True positives	sample_178	1.0
metaphlan3	superkingdom	False negatives	sample_178	0.0
metaphlan3	superkingdom	False positives	sample_178	0.0
metaphlan3	superkingdom	Completeness	sample_178	1.0
metaphlan3	superkingdom	Purity	sample_178	1.0
metaphlan3	superkingdom	F1 score	sample_178	1.0
metaphlan3	superkingdom	Jaccard index	sample_178	1.0
metaphlan3	superkingdom	Taxon counts	sample_178	1.0
metaphlan3	phylum	True positives	sample_178	2.0
metaphlan3	phylum	False negatives	sample_178	0.0
metaphlan3	phylum	False positives	sample_178	0.0
metaphlan3	phylum	Completeness	sample_178	1.0
metaphlan3	phylum	Purity	sample_178	1.0
metaphlan3	phylum	F1 score	sample_178	1.0
metaphlan3	phylum	Jaccard index	sample_178	1.0
metaphlan3	phylum	Taxon counts	sample_178	2.0
metaphlan3	class	True positives	sample_178	5.0
metaphlan3	class	False negatives	sample_178	0.0
metaphlan3	class	False positives	sample_178	0.0
metaphlan3	class	Completeness	sample_178	1.0
metaphlan3	class	Purity	sample_178	1.0
metaphlan3	class	F1 score	sample_178	1.0
metaphlan3	class	Jaccard index	sample_178	1.0
metaphlan3	class	Taxon counts	sample_178	5.0
metaphlan3	order	True positives	sample_178	15.0
metaphlan3	order	False negatives	sample_178	0.0
metaphlan3	order	False positives	sample_178	0.0
metaphlan3	order	Completeness	sample_178	1.0
metaphlan3	order	Purity	sample_178	1.0
metaphlan3	order	F1 score	sample_178	1.0
metaphlan3	order	Jaccard index	sample_178	1.0
metaphlan3	order	Taxon counts	sample_178	15.0
metaphlan3	family	True positives	sample_178	25.0
metaphlan3	family	False negatives	sample_178	0.0
metaphlan3	family	False positives	sample_178	0.0
metaphlan3	family	Completeness	sample_178	1.0
metaphlan3	family	Purity	sample_178	1.0
metaphlan3	family	F1 score	sample_178	1.0
metaphlan3	family	Jaccard index	sample_178	1.0
metaphlan3	family	Taxon counts	sample_178	25.0
metaphlan3	genus	True positives	sample_178	44.0
metaphlan3	genus	False negatives	sample_178	6.0
metaphlan3	genus	False positives	sample_178	1.0
metaphlan3	genus	Completeness	sample_178	0.88
metaphlan3	genus	Purity	sample_178	0.9777777777777777
metaphlan3	genus	F1 score	sample_178	0.9263157894736842
metaphlan3	genus	Jaccard index	sample_178	0.8627450980392157
metaphlan3	genus	Taxon counts	sample_178	45.0
metaphlan3	species	True positives	sample_178	62.0
metaphlan3	species	False negatives	sample_178	20.0
metaphlan3	species	False positives	sample_178	15.0
metaphlan3	species	Completeness	sample_178	0.7560975609756098
metaphlan3	species	Purity	sample_178	0.8051948051948052
metaphlan3	species	F1 score	sample_178	0.7798742138364779
metaphlan3	species	Jaccard index	sample_178	0.6391752577319587
metaphlan3	species	Taxon counts	sample_178	77.0
metaphlan3	strain	True positives	sample_178	0.0
metaphlan3	strain	False negatives	sample_178	82.0
metaphlan3	strain	False positives	sample_178	0.0
metaphlan3	strain	Completeness	sample_178	0.0
metaphlan3	strain	Purity	sample_178	0.0
metaphlan3	strain	Jaccard index	sample_178	0.0
metaphlan3	strain	Taxon counts	sample_178	0.0
metaphlan3	superkingdom	L1 norm error	sample_178	0.0
metaphlan3	phylum	L1 norm error	sample_178	0.08684979999999998
metaphlan3	class	L1 norm error	sample_178	0.19928839999999998
metaphlan3	order	L1 norm error	sample_178	0.3146459
metaphlan3	family	L1 norm error	sample_178	0.3808556999999999
metaphlan3	genus	L1 norm error	sample_178	0.4866482
metaphlan3	species	L1 norm error	sample_178	0.6536986000000001
metaphlan3	na	Weighted UniFrac error	sample_178	3.1066366000000007
metaphlan3	na	Unweighted UniFrac error	sample_178	197.0000057
metaphlan3	superkingdom	Bray-Curtis distance	sample_179	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_179	0.036148799999999995
metaphlan3	class	Bray-Curtis distance	sample_179	0.09027009999999996
metaphlan3	order	Bray-Curtis distance	sample_179	0.15255734237213286
metaphlan3	family	Bray-Curtis distance	sample_179	0.19824441938554677
metaphlan3	genus	Bray-Curtis distance	sample_179	0.2405000290670209
metaphlan3	species	Bray-Curtis distance	sample_179	0.3183218794264025
metaphlan3	superkingdom	Shannon diversity	sample_179	0.0
metaphlan3	superkingdom	Shannon equitability	sample_179	0.0
metaphlan3	phylum	Shannon diversity	sample_179	0.08621194647507388
metaphlan3	phylum	Shannon equitability	sample_179	0.12437754764497384
metaphlan3	class	Shannon diversity	sample_179	0.8993555825755684
metaphlan3	class	Shannon equitability	sample_179	0.5588010420454124
metaphlan3	order	Shannon diversity	sample_179	2.112170869199445
metaphlan3	order	Shannon equitability	sample_179	0.7799600126835778
metaphlan3	family	Shannon diversity	sample_179	2.8909412669407835
metaphlan3	family	Shannon equitability	sample_179	0.8873098857581249
metaphlan3	genus	Shannon diversity	sample_179	3.3606890473846565
metaphlan3	genus	Shannon equitability	sample_179	0.8777758738299294
metaphlan3	species	Shannon diversity	sample_179	3.995211398180377
metaphlan3	species	Shannon equitability	sample_179	0.8946022381185911
metaphlan3	superkingdom	True positives	sample_179	1.0
metaphlan3	superkingdom	False negatives	sample_179	0.0
metaphlan3	superkingdom	False positives	sample_179	0.0
metaphlan3	superkingdom	Completeness	sample_179	1.0
metaphlan3	superkingdom	Purity	sample_179	1.0
metaphlan3	superkingdom	F1 score	sample_179	1.0
metaphlan3	superkingdom	Jaccard index	sample_179	1.0
metaphlan3	superkingdom	Taxon counts	sample_179	1.0
metaphlan3	phylum	True positives	sample_179	2.0
metaphlan3	phylum	False negatives	sample_179	0.0
metaphlan3	phylum	False positives	sample_179	0.0
metaphlan3	phylum	Completeness	sample_179	1.0
metaphlan3	phylum	Purity	sample_179	1.0
metaphlan3	phylum	F1 score	sample_179	1.0
metaphlan3	phylum	Jaccard index	sample_179	1.0
metaphlan3	phylum	Taxon counts	sample_179	2.0
metaphlan3	class	True positives	sample_179	5.0
metaphlan3	class	False negatives	sample_179	0.0
metaphlan3	class	False positives	sample_179	0.0
metaphlan3	class	Completeness	sample_179	1.0
metaphlan3	class	Purity	sample_179	1.0
metaphlan3	class	F1 score	sample_179	1.0
metaphlan3	class	Jaccard index	sample_179	1.0
metaphlan3	class	Taxon counts	sample_179	5.0
metaphlan3	order	True positives	sample_179	15.0
metaphlan3	order	False negatives	sample_179	0.0
metaphlan3	order	False positives	sample_179	0.0
metaphlan3	order	Completeness	sample_179	1.0
metaphlan3	order	Purity	sample_179	1.0
metaphlan3	order	F1 score	sample_179	1.0
metaphlan3	order	Jaccard index	sample_179	1.0
metaphlan3	order	Taxon counts	sample_179	15.0
metaphlan3	family	True positives	sample_179	26.0
metaphlan3	family	False negatives	sample_179	0.0
metaphlan3	family	False positives	sample_179	0.0
metaphlan3	family	Completeness	sample_179	1.0
metaphlan3	family	Purity	sample_179	1.0
metaphlan3	family	F1 score	sample_179	1.0
metaphlan3	family	Jaccard index	sample_179	1.0
metaphlan3	family	Taxon counts	sample_179	26.0
metaphlan3	genus	True positives	sample_179	45.0
metaphlan3	genus	False negatives	sample_179	4.0
metaphlan3	genus	False positives	sample_179	1.0
metaphlan3	genus	Completeness	sample_179	0.9183673469387755
metaphlan3	genus	Purity	sample_179	0.9782608695652174
metaphlan3	genus	F1 score	sample_179	0.9473684210526316
metaphlan3	genus	Jaccard index	sample_179	0.9
metaphlan3	genus	Taxon counts	sample_179	46.0
metaphlan3	species	True positives	sample_179	66.0
metaphlan3	species	False negatives	sample_179	18.0
metaphlan3	species	False positives	sample_179	21.0
metaphlan3	species	Completeness	sample_179	0.7857142857142857
metaphlan3	species	Purity	sample_179	0.7586206896551724
metaphlan3	species	F1 score	sample_179	0.7719298245614034
metaphlan3	species	Jaccard index	sample_179	0.6285714285714286
metaphlan3	species	Taxon counts	sample_179	87.0
metaphlan3	strain	True positives	sample_179	0.0
metaphlan3	strain	False negatives	sample_179	84.0
metaphlan3	strain	False positives	sample_179	0.0
metaphlan3	strain	Completeness	sample_179	0.0
metaphlan3	strain	Purity	sample_179	0.0
metaphlan3	strain	Jaccard index	sample_179	0.0
metaphlan3	strain	Taxon counts	sample_179	0.0
metaphlan3	superkingdom	L1 norm error	sample_179	0.0
metaphlan3	phylum	L1 norm error	sample_179	0.07229759999999999
metaphlan3	class	L1 norm error	sample_179	0.18054019999999993
metaphlan3	order	L1 norm error	sample_179	0.3051147
metaphlan3	family	L1 norm error	sample_179	0.3964887
metaphlan3	genus	L1 norm error	sample_179	0.4790636000000001
metaphlan3	species	L1 norm error	sample_179	0.6366442999999998
metaphlan3	na	Weighted UniFrac error	sample_179	3.0490000999999998
metaphlan3	na	Unweighted UniFrac error	sample_179	246.00003869999998
metaphlan3	superkingdom	Bray-Curtis distance	sample_180	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_180	0.039361499999999994
metaphlan3	class	Bray-Curtis distance	sample_180	0.09964129519728766
metaphlan3	order	Bray-Curtis distance	sample_180	0.13638513180743408
metaphlan3	family	Bray-Curtis distance	sample_180	0.19955095975302786
metaphlan3	genus	Bray-Curtis distance	sample_180	0.22267777461255003
metaphlan3	species	Bray-Curtis distance	sample_180	0.29516532951653296
metaphlan3	superkingdom	Shannon diversity	sample_180	0.0
metaphlan3	superkingdom	Shannon equitability	sample_180	0.0
metaphlan3	phylum	Shannon diversity	sample_180	0.063965232666674
metaphlan3	phylum	Shannon equitability	sample_180	0.09228232395751931
metaphlan3	class	Shannon diversity	sample_180	0.9742759541361125
metaphlan3	class	Shannon equitability	sample_180	0.6053516862061649
metaphlan3	order	Shannon diversity	sample_180	2.319032369244166
metaphlan3	order	Shannon equitability	sample_180	0.8563476291171748
metaphlan3	family	Shannon diversity	sample_180	2.8466374246522976
metaphlan3	family	Shannon equitability	sample_180	0.8843576389806387
metaphlan3	genus	Shannon diversity	sample_180	3.3272035932735484
metaphlan3	genus	Shannon equitability	sample_180	0.8792380708015587
metaphlan3	species	Shannon diversity	sample_180	3.9024607886296856
metaphlan3	species	Shannon equitability	sample_180	0.8957359658104436
metaphlan3	superkingdom	True positives	sample_180	1.0
metaphlan3	superkingdom	False negatives	sample_180	0.0
metaphlan3	superkingdom	False positives	sample_180	0.0
metaphlan3	superkingdom	Completeness	sample_180	1.0
metaphlan3	superkingdom	Purity	sample_180	1.0
metaphlan3	superkingdom	F1 score	sample_180	1.0
metaphlan3	superkingdom	Jaccard index	sample_180	1.0
metaphlan3	superkingdom	Taxon counts	sample_180	1.0
metaphlan3	phylum	True positives	sample_180	2.0
metaphlan3	phylum	False negatives	sample_180	0.0
metaphlan3	phylum	False positives	sample_180	0.0
metaphlan3	phylum	Completeness	sample_180	1.0
metaphlan3	phylum	Purity	sample_180	1.0
metaphlan3	phylum	F1 score	sample_180	1.0
metaphlan3	phylum	Jaccard index	sample_180	1.0
metaphlan3	phylum	Taxon counts	sample_180	2.0
metaphlan3	class	True positives	sample_180	5.0
metaphlan3	class	False negatives	sample_180	0.0
metaphlan3	class	False positives	sample_180	0.0
metaphlan3	class	Completeness	sample_180	1.0
metaphlan3	class	Purity	sample_180	1.0
metaphlan3	class	F1 score	sample_180	1.0
metaphlan3	class	Jaccard index	sample_180	1.0
metaphlan3	class	Taxon counts	sample_180	5.0
metaphlan3	order	True positives	sample_180	15.0
metaphlan3	order	False negatives	sample_180	0.0
metaphlan3	order	False positives	sample_180	0.0
metaphlan3	order	Completeness	sample_180	1.0
metaphlan3	order	Purity	sample_180	1.0
metaphlan3	order	F1 score	sample_180	1.0
metaphlan3	order	Jaccard index	sample_180	1.0
metaphlan3	order	Taxon counts	sample_180	15.0
metaphlan3	family	True positives	sample_180	25.0
metaphlan3	family	False negatives	sample_180	0.0
metaphlan3	family	False positives	sample_180	0.0
metaphlan3	family	Completeness	sample_180	1.0
metaphlan3	family	Purity	sample_180	1.0
metaphlan3	family	F1 score	sample_180	1.0
metaphlan3	family	Jaccard index	sample_180	1.0
metaphlan3	family	Taxon counts	sample_180	25.0
metaphlan3	genus	True positives	sample_180	44.0
metaphlan3	genus	False negatives	sample_180	5.0
metaphlan3	genus	False positives	sample_180	0.0
metaphlan3	genus	Completeness	sample_180	0.8979591836734694
metaphlan3	genus	Purity	sample_180	1.0
metaphlan3	genus	F1 score	sample_180	0.9462365591397849
metaphlan3	genus	Jaccard index	sample_180	0.8979591836734694
metaphlan3	genus	Taxon counts	sample_180	44.0
metaphlan3	species	True positives	sample_180	62.0
metaphlan3	species	False negatives	sample_180	17.0
metaphlan3	species	False positives	sample_180	16.0
metaphlan3	species	Completeness	sample_180	0.7848101265822784
metaphlan3	species	Purity	sample_180	0.7948717948717948
metaphlan3	species	F1 score	sample_180	0.7898089171974522
metaphlan3	species	Jaccard index	sample_180	0.6526315789473685
metaphlan3	species	Taxon counts	sample_180	78.0
metaphlan3	strain	True positives	sample_180	0.0
metaphlan3	strain	False negatives	sample_180	79.0
metaphlan3	strain	False positives	sample_180	0.0
metaphlan3	strain	Completeness	sample_180	0.0
metaphlan3	strain	Purity	sample_180	0.0
metaphlan3	strain	Jaccard index	sample_180	0.0
metaphlan3	strain	Taxon counts	sample_180	0.0
metaphlan3	superkingdom	L1 norm error	sample_180	0.0
metaphlan3	phylum	L1 norm error	sample_180	0.07872299999999999
metaphlan3	class	L1 norm error	sample_180	0.19928270000000003
metaphlan3	order	L1 norm error	sample_180	0.27277039999999997
metaphlan3	family	L1 norm error	sample_180	0.39910170000000006
metaphlan3	genus	L1 norm error	sample_180	0.44461999999999996
metaphlan3	species	L1 norm error	sample_180	0.5903306000000001
metaphlan3	na	Weighted UniFrac error	sample_180	2.9881313999999977
metaphlan3	na	Unweighted UniFrac error	sample_180	197.0000234
metaphlan3	superkingdom	Bray-Curtis distance	sample_181	0.0
metaphlan3	phylum	Bray-Curtis distance	sample_181	0.04217190000000001
metaphlan3	class	Bray-Curtis distance	sample_181	0.09070090000000003
metaphlan3	order	Bray-Curtis distance	sample_181	0.16473937586728085
metaphlan3	family	Bray-Curtis distance	sample_181	0.2230230266166114
metaphlan3	genus	Bray-Curtis distance	sample_181	0.2524934670244179
metaphlan3	species	Bray-Curtis distance	sample_181	0.35087244123496025
metaphlan3	superkingdom	Shannon diversity	sample_181	0.0
metaphlan3	superkingdom	Shannon equitability	sample_181	0.0
metaphlan3	phylum	Shannon diversity	sample_181	0.1585443335988935
metaphlan3	phylum	Shannon equitability	sample_181	0.22873112384416913
metaphlan3	class	Shannon diversity	sample_181	0.8448336348317529
metaphlan3	class	Shannon equitability	sample_181	0.5249246512119462
metaphlan3	order	Shannon diversity	sample_181	2.070899726117744
metaphlan3	order	Shannon equitability	sample_181	0.764719843551963
metaphlan3	family	Shannon diversity	sample_181	2.8324547241482665
metaphlan3	family	Shannon equitability	sample_181	0.8693587470763859
metaphlan3	genus	Shannon diversity	sample_181	3.5028180598851932
metaphlan3	genus	Shannon equitability	sample_181	0.9048401387619232
metaphlan3	species	Shannon diversity	sample_181	4.064313144609054
metaphlan3	species	Shannon equitability	sample_181	0.9100754060819066
metaphlan3	superkingdom	True positives	sample_181	1.0
metaphlan3	superkingdom	False negatives	sample_181	0.0
metaphlan3	superkingdom	False positives	sample_181	0.0
metaphlan3	superkingdom	Completeness	sample_181	1.0
metaphlan3	superkingdom	Purity	sample_181	1.0
metaphlan3	superkingdom	F1 score	sample_181	1.0
metaphlan3	superkingdom	Jaccard index	sample_181	1.0
metaphlan3	superkingdom	Taxon counts	sample_181	1.0
metaphlan3	phylum	True positives	sample_181	2.0
metaphlan3	phylum	False negatives	sample_181	0.0
metaphlan3	phylum	False positives	sample_181	0.0
